0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.02357788,-0.019900234,0.09472656,0.042534463,0.0035146077,0.027783204,-0.015246582,-0.0044589574,0.007254028,0.035605293,0.047814265,-0.058740236,-0.020568848,0.01687283
0.008367538,-0.008461692,0.07609049,0.046398308,0.00424703,0.044189453,0.019441731,0.027608236,-0.08052979,-0.04861886,0.032609727,-0.08496094,0.045214843,0.00031195747
0.031713866,-0.030029297,0.011067708,-0.026658278,0.045535404,-0.004199219,0.008273316,-0.042426214,0.10268555,0.002947126,-0.02979872,-0.028820802,-0.06346436,-0.019395616
0.06660156,-0.03255948,0.038085938,0.07851997,0.027832031,0.041796874,0.06761067,0.0035264757,-0.08151855,0.050763812,0.0828459,0.1375,0.08297119,0.04503038
0.010644531,-0.03613836,-0.04534912,-0.008943998,-0.02335612,0.038000487,-0.045167208,-0.026245117,-0.12734374,-0.12039004,-0.015645346,0.003076172,-0.027516175,0.012530857
0.06659546,0.00053267047,0.021728516,-0.020723782,-0.021802267,-0.107739255,-0.083968095,-0.07752821,0.06488647,0.012346541,-0.05670844,-0.1312561,-0.03487549,-0.06205919
0.071875,0.04996005,0.09098307,0.03802021,-0.010576884,0.07138672,-0.026905315,0.0017089844,0.15751953,-0.048967633,-0.009992812,0.045166016,0.004284668,-0.033799913
-0.0071777343,-0.16493364,-0.1644694,-0.07750526,-0.10236613,-0.0894043,-0.11590169,-0.15844727,-0.0637207,-0.120047435,-0.06920031,-0.07124023,-0.11548767,-0.14500597
0.17183837,0.107543945,0.28401694,0.13842773,0.11789449,0.18579102,0.11233724,0.10736762,0.06607666,0.17668806,0.0737576,0.16802979,0.14291993,0.04655626
-0.031884767,-0.040693805,0.11755371,0.033757135,0.034281414,0.068920895,0.088712566,0.0021158855,-0.10102539,-0.019688198,0.044071622,0.010327148,0.015856933,0.08287218
-0.08125,-0.03405207,-0.17073567,-0.099083535,-0.07977295,-0.0987793,-0.067203775,0.043755427,-0.042764284,-0.0023716518,-0.099989146,0.016692733,-0.050653078,-0.05843099
-0.07487793,-0.06562944,-0.1360677,-0.13480319,-0.090270996,-0.043188475,-0.051074218,-0.06020779,0.024609376,-0.07050432,-0.08930799,-0.03425293,-0.109155275,-0.06156413
-0.0060546873,0.021989303,0.14664714,0.007009653,0.0057296753,-0.0024658204,0.031077066,0.015475803,-0.0038818358,0.062177386,0.021579318,0.049804688,-0.025738526,0.033921983
-0.041308593,0.13441052,-0.07910156,-0.045447715,0.05210368,-0.008447265,-0.037736002,0.02867296,-0.0011230469,-0.09409877,0.002400716,-0.018066406,0.08122559,-0.03990343
-0.22558594,-0.13538708,-0.18684895,-0.1422213,-0.123402916,-0.19316407,-0.09767113,-0.06511773,-0.10976563,-0.13588169,-0.0978597,-0.108789064,-0.09013309,-0.15664333
0.13334961,0.078424625,-0.044270832,0.023816623,0.04984029,0.05698242,0.032828774,0.1492513,0.104199216,0.08621652,0.08105469,0.090063475,0.101831056,0.110677086
0.002496338,-0.023750998,0.07470703,0.028289795,-0.005620321,0.082617186,0.05509033,-0.07459174,-0.01430664,-0.0058506555,-0.025970459,0.0484375,0.030087281,-0.036661785
0.09788819,0.06314364,0.17822266,0.11872277,0.064961754,0.18886718,0.052453615,-0.06979709,0.07092285,0.08762904,0.15446727,0.07593994,-0.009753418,0.015218099
-0.005126953,-0.036698774,0.029622396,-0.03448017,-0.028493246,-0.020458985,0.023502605,0.010918511,-0.08083496,-0.023018973,-0.0131293405,-0.012744141,-0.002079773,0.012032403
-0.12607422,-0.08057473,0.031982422,-0.10838083,-0.03817749,-0.06064453,-0.016453044,-0.06426324,-0.08564453,-0.03843035,-0.091037326,0.015209961,-0.03426819,-0.042274475
